date,metric,ETH,BTC,USDC
2015-06-14,price,,237.2013000000,
2015-06-15,price,,250.4743000000,
2015-06-16,price,,247.6944000000,
2015-06-17,price,,248.5520000000,
2015-06-18,price,,242.9967000000,
2015-06-19,price,,245.4754000000,
2015-06-20,price,,243.9959000000,
2015-06-21,price,,247.2790000000,
2015-06-22,price,,243.8486000000,
2015-06-23,price,,240.5377000000,
2015-06-24,price,,242.4769000000,
2015-06-25,price,,242.4819000000,
2015-06-26,price,,250.6210000000,
2015-06-27,price,,248.3451000000,
2015-06-28,price,,256.3038739670,
2015-06-29,price,,262.4063254600,
2015-06-30,price,,257.5058000000,
2015-07-01,price,,254.6537509190,
2015-07-02,price,,255.1610000000,
2015-07-03,price,,260.4150000000,
2015-07-04,price,,271.0401208000,
2015-07-05,price,,268.5950000000,
2015-07-06,price,,265.3844519610,
2015-07-07,price,,269.6130164210,
2015-07-08,price,,268.8928000000,
2015-07-09,price,,285.0223000000,
2015-07-10,price,,291.8907431570,
2015-07-11,price,,310.1915636280,
2015-07-12,price,,290.6655000000,
2015-07-13,price,,286.6654000000,
2015-07-14,price,,283.9491880810,
2015-07-15,price,,276.6801000000,
2015-07-16,price,,278.3728000000,
2015-07-17,price,,274.4839000000,
2015-07-18,price,,272.8061795890,
2015-07-19,price,,277.2454000000,
2015-07-20,price,,274.9428876560,
2015-07-21,price,,276.1756000000,
2015-07-22,price,,275.6135000000,
2015-07-23,price,,288.4447167880,
2015-07-24,price,,288.3881586250,
2015-07-25,price,,291.7037645290,
2015-07-26,price,,292.6148000000,
2015-07-27,price,,293.9933000000,
2015-07-28,price,,288.7194990890,
2015-07-29,price,,286.8366000000,
2015-07-30,price,,283.6760591480,
2015-07-31,price,,280.7014000000,
2015-08-01,price,,281.7267000000,
2015-08-02,price,,281.8298707700,
2015-08-03,price,,284.2393000000,
2015-08-04,price,,281.4010623650,
2015-08-05,price,,278.0134000000,
2015-08-06,price,,278.5088137570,
2015-08-07,price,1.3307500000,259.8007283850,
2015-08-08,price,,264.3384833890,
2015-08-09,price,,263.5782000000,
2015-08-10,price,1.0673788790,269.8668000000,
2015-08-11,price,1.2566131750,267.7126000000,
2015-08-12,price,1.8253954460,263.6558186170,
2015-08-13,price,1.8259748910,265.1281000000,
2015-08-14,price,1.6709496690,260.4762322900,
2015-08-15,price,1.4766072540,257.8158000000,
2015-08-16,price,1.2038714310,257.0634000000,
2015-08-17,price,1.2813930520,253.0766000000,
2015-08-18,price,1.2527386520,225.9602000000,
2015-08-19,price,1.4841950740,234.6379000000,
2015-08-20,price,1.4063147740,232.3324000000,
2015-08-21,price,1.3807215360,229.1488000000,
2015-08-22,price,1.3551821000,227.2454000000,
2015-08-23,price,1.2465716830,210.0943850640,
2015-08-24,price,1.1608283280,221.3283000000,
2015-08-25,price,1.1196391560,225.2666000000,
2015-08-26,price,1.1336906940,222.9704000000,
2015-08-27,price,1.1888956990,231.6583000000,
2015-08-28,price,1.1743439050,228.4683000000,
2015-08-29,price,1.3223508800,228.0672000000,
2015-08-30,price,1.3533684170,230.0781000000,
2015-08-31,price,1.3507866890,227.1631000000,
2015-09-01,price,1.2788107650,228.6428000000,
2015-09-02,price,1.2627707200,226.5658000000,
2015-09-03,price,1.2695201000,230.0509000000,
2015-09-04,price,1.3349762290,234.7495000000,
2015-09-05,price,1.2988831340,239.1289000000,
2015-09-06,price,1.2562234400,240.5030000000,
2015-09-07,price,1.2360332610,243.5587000000,
2015-09-08,price,1.2065299450,237.9452000000,
2015-09-09,price,1.1672348410,238.7763000000,
2015-09-10,price,0.9765090927,240.0007956440,
2015-09-11,price,1.0382035850,234.9098000000,
2015-09-12,price,0.9386521503,230.5048000000,
2015-09-13,price,0.8740229624,230.2100000000,
2015-09-14,price,0.9418231857,229.9118000000,
2015-09-15,price,0.9032199196,228.4640000000,
2015-09-16,price,0.8830787289,232.7460000000,
2015-09-17,price,0.8460709194,232.3540000000,
2015-09-18,price,0.8821037997,231.2733000000,
2015-09-19,price,0.9363277615,230.6597000000,
2015-09-20,price,0.9010928791,226.4528000000,
2015-09-21,price,0.8971422651,229.8831000000,
2015-09-22,price,0.8940475223,229.8658000000,
2015-09-23,price,0.8160373081,233.9255000000,
2015-09-24,price,0.7405192999,234.9767000000,
2015-09-25,price,0.7778014991,234.5279000000,
2015-09-26,price,0.7213584231,232.8347000000,
2015-09-27,price,0.5830570047,239.2765000000,
2015-09-28,price,0.6578324895,237.2262000000,
2015-09-29,price,0.7347630536,236.0463000000,
2015-09-30,price,0.6858121897,237.7358000000,
2015-10-01,price,0.6762217339,237.2593000000,
2015-10-02,price,0.6874757575,238.9718000000,
2015-10-03,price,0.6675468579,238.6566000000,
2015-10-04,price,0.6282550742,240.3238000000,
2015-10-05,price,0.6456577623,246.4440000000,
2015-10-06,price,0.6100126974,243.2229000000,
2015-10-07,price,0.6234833022,242.9008000000,
2015-10-08,price,0.6507687647,244.2051000000,
2015-10-09,price,0.6297949417,245.3209000000,
2015-10-10,price,0.6370439807,247.5392000000,
2015-10-11,price,0.6287872818,245.5661000000,
2015-10-12,price,0.6026272723,249.4051000000,
2015-10-13,price,0.5176894356,252.6956000000,
2015-10-14,price,0.5614990043,254.6295530750,
2015-10-15,price,0.5331480200,262.3735000000,
2015-10-16,price,0.5490283090,270.3646000000,
2015-10-17,price,0.5184445474,262.2345000000,
2015-10-18,price,0.4870672984,264.2094000000,
2015-10-19,price,0.4329785990,270.2664000000,
2015-10-20,price,0.4397689744,267.0187000000,
2015-10-21,price,0.5654615067,273.5730000000,
2015-10-22,price,0.5407377668,277.3884000000,
2015-10-23,price,0.5685737685,282.9566000000,
2015-10-24,price,0.6319388092,284.7490000000,
2015-10-25,price,0.7439579097,285.5159000000,
2015-10-26,price,0.8544552505,294.8094000000,
2015-10-27,price,1.0104097210,303.6366000000,
2015-10-28,price,1.1637486360,313.9073000000,
2015-10-29,price,1.0418490550,325.8006000000,
2015-10-30,price,0.9070916284,312.2783000000,
2015-10-31,price,1.0585419410,324.9971000000,
2015-11-01,price,0.9550458603,350.7678000000,
2015-11-02,price,1.0023448030,398.2369000000,
2015-11-03,price,0.9018086605,404.3588000000,
2015-11-04,price,0.9066011368,387.4730000000,
2015-11-05,price,0.9094421987,372.8260000000,
2015-11-06,price,0.9224820912,387.0600000000,
2015-11-07,price,1.0304995140,371.5020000000,
2015-11-08,price,0.9958029845,380.6440000000,
2015-11-09,price,0.9348342219,336.8730000000,
2015-11-10,price,0.7887611773,305.9830000000,
2015-11-11,price,0.9007420665,337.9550000000,
2015-11-12,price,0.9040815579,337.3720000000,
2015-11-13,price,0.8842289054,331.5010000000,
2015-11-14,price,0.9108255482,320.4840000000,
2015-11-15,price,0.9338407840,331.3530000000,
2015-11-16,price,0.9952733579,335.1110000000,
2015-11-17,price,0.9944285799,335.4470000000,
2015-11-18,price,0.9514712892,325.5680000000,
2015-11-19,price,0.9268031190,321.4170000000,
2015-11-20,price,0.9735724343,325.1590000000,
2015-11-21,price,0.9647385324,323.3950000000,
2015-11-22,price,0.9452203362,322.8290000000,
2015-11-23,price,0.8993611355,319.9790000000,
2015-11-24,price,0.8677070918,328.1690000000,
2015-11-25,price,0.8948747708,356.2450000000,
2015-11-26,price,0.8707128003,359.0110000000,
2015-11-27,price,0.9173987754,356.2120000000,
2015-11-28,price,0.8717449538,371.4880000000,
2015-11-29,price,0.8736009321,378.2650000000,
2015-11-30,price,0.8750039976,363.4500000000,
2015-12-01,price,0.8227337811,358.8200000000,
2015-12-02,price,0.8247651889,360.9540000000,
2015-12-03,price,0.8387909513,362.7670000000,
2015-12-04,price,0.8645837298,390.6450000000,
2015-12-05,price,0.8349924870,394.0110000000,
2015-12-06,price,0.8007502839,394.3550000000,
2015-12-07,price,0.8188527089,412.9300000000,
2015-12-08,price,0.7918293483,417.3680000000,
2015-12-09,price,0.8474422420,416.9100000000,
2015-12-10,price,0.9167389424,452.4150000000,
2015-12-11,price,0.9712583097,434.9030000000,
2015-12-12,price,0.9583031736,435.8150000000,
2015-12-13,price,0.9954898346,443.2770000000,
2015-12-14,price,1.0170637000,464.9990000000,
2015-12-15,price,0.9889124424,453.9140000000,
2015-12-16,price,0.9402283252,456.4730000000,
2015-12-17,price,0.9211717831,463.8160000000,
2015-12-18,price,0.9096329169,462.0530000000,
2015-12-19,price,0.9032316429,441.1290000000,
2015-12-20,price,0.8968062870,437.8090000000,
2015-12-21,price,0.8789593131,436.2370000000,
2015-12-22,price,0.8675654553,442.8210000000,
2015-12-23,price,0.8613630165,454.9070000000,
2015-12-24,price,0.8707183440,455.7420000000,
2015-12-25,price,0.8530178649,417.0920000000,
2015-12-26,price,0.8588870869,423.9250000000,
2015-12-27,price,0.8421696130,420.7080000000,
2015-12-28,price,0.8694878108,432.1540000000,
2015-12-29,price,0.9003543017,426.8110000000,
2015-12-30,price,0.9365399678,431.1390000000,
2015-12-31,price,0.9463133431,434.4270000000,
2016-01-01,price,0.9381261622,434.3260000000,
2016-01-02,price,0.9721969755,430.1980000000,
2016-01-03,price,0.9592978352,433.5340000000,
2016-01-04,price,0.9531022411,432.1150000000,
2016-01-05,price,0.9684340118,431.3430000000,
2016-01-06,price,0.9589767804,456.4340000000,
2016-01-07,price,0.9955747812,454.6963000000,
2016-01-08,price,1.0247809680,448.7090000000,
2016-01-09,price,1.0199658560,447.2070000000,
2016-01-10,price,1.0687266210,448.3490000000,
2016-01-11,price,1.1673629010,445.7920000000,
2016-01-12,price,1.1295883460,432.1200000000,
2016-01-13,price,1.1573775530,429.2430000000,
2016-01-14,price,1.2107354630,365.9120000000,
2016-01-15,price,1.2156912950,384.8130000000,
2016-01-16,price,1.3218557120,386.3560000000,
2016-01-17,price,1.3983011270,385.1320000000,
2016-01-18,price,1.3769900190,379.0150000000,
2016-01-19,price,1.5654119050,418.8480000000,
2016-01-20,price,1.5446918620,407.8150000000,
2016-01-21,price,1.4713418230,377.2100000000,
2016-01-22,price,1.6921562850,389.6410000000,
2016-01-23,price,2.1316914950,403.0560000000,
2016-01-24,price,2.4813960860,392.3260000000,
2016-01-25,price,2.0867827270,392.4560000000,
2016-01-26,price,2.3845011590,394.4910000000,
2016-01-27,price,2.5197197350,379.5520000000,
2016-01-28,price,2.4862032320,378.9120000000,
2016-01-29,price,2.4376012740,376.9210000000,
2016-01-30,price,2.2987665570,364.3520000000,
2016-01-31,price,2.2218830590,371.0410000000,
2016-02-01,price,2.4031118550,372.8680000000,
2016-02-02,price,2.5159499330,368.1240000000,
2016-02-03,price,2.5571789440,388.3760000000,
2016-02-04,price,2.5328785650,385.7330000000,
2016-02-05,price,2.5177763690,374.9050000000,
2016-02-06,price,2.9507761130,375.5170000000,
2016-02-07,price,3.1653356940,371.1360000000,
2016-02-08,price,3.7204532870,373.9090000000,
2016-02-09,price,4.4274314380,379.8290000000,
2016-02-10,price,6.0050003080,377.0580000000,
2016-02-11,price,5.4756492840,382.7200000000,
2016-02-12,price,5.3732849220,390.4240000000,
2016-02-13,price,5.1695124360,404.1440000000,
2016-02-14,price,5.3190582860,399.3790000000,
2016-02-15,price,4.3689701220,407.0130000000,
2016-02-16,price,3.7440224710,416.8500000000,
2016-02-17,price,4.3979390420,421.4220000000,
2016-02-18,price,4.4938953830,419.3770000000,
2016-02-19,price,4.3018756780,441.1200000000,
2016-02-20,price,4.6539702730,438.6500000000,
2016-02-21,price,5.6087142580,437.8030000000,
2016-02-22,price,5.6120914400,420.3020000000,
2016-02-23,price,6.1343812590,423.1870000000,
2016-02-24,price,5.9362574330,423.1420000000,
2016-02-25,price,5.8973516260,427.0290000000,
2016-02-26,price,6.3570917620,432.1390000000,
2016-02-27,price,6.4406508490,432.7970000000,
2016-02-28,price,6.3120284580,436.9190000000,
2016-02-29,price,7.5601570500,431.3710000000,
2016-03-01,price,8.3983181630,424.4850000000,
2016-03-02,price,9.5049370430,420.1710000000,
2016-03-03,price,10.0377647510,409.4080000000,
2016-03-04,price,10.9351977390,397.2410000000,
2016-03-05,price,10.9646617820,404.9120000000,
2016-03-06,price,9.3974698690,413.7400000000,
2016-03-07,price,9.8006907870,411.8770000000,
2016-03-08,price,11.9715797560,412.3190000000,
2016-03-09,price,11.2064229700,416.2920000000,
2016-03-10,price,11.2089366930,419.2990000000,
2016-03-11,price,13.3762066740,410.8010000000,
2016-03-12,price,14.8935997850,412.4950000000,
2016-03-13,price,12.2898246070,414.5850000000,
2016-03-14,price,12.9668976740,415.6410000000,
2016-03-15,price,12.5294331450,416.5440000000,
2016-03-16,price,10.9562322150,418.4000000000,
2016-03-17,price,10.7976503390,408.2800000000,
2016-03-18,price,10.4395358680,406.7390000000,
2016-03-19,price,10.2174909740,411.8820000000,
2016-03-20,price,11.8511226940,411.0910000000,
2016-03-21,price,11.3174276750,416.3600000000,
2016-03-22,price,12.4031915070,418.0760000000,
2016-03-23,price,11.1276221860,414.8830000000,
2016-03-24,price,10.6406914320,415.7430000000,
2016-03-25,price,10.9655224450,416.7150000000,
2016-03-26,price,10.3775168180,425.3490000000,
2016-03-27,price,11.6762515400,422.7560000000,
2016-03-28,price,11.7381708300,415.5470000000,
2016-03-29,price,11.8822867600,412.5970000000,
2016-03-30,price,11.3546305430,415.3660000000,
2016-03-31,price,11.6360718030,416.7540000000,
2016-04-01,price,11.5639776320,419.6700000000,
2016-04-02,price,11.5123801200,418.1850000000,
2016-04-03,price,11.1868812390,419.4370000000,
2016-04-04,price,10.4194846900,422.6510000000,
2016-04-05,price,10.6662234200,421.6560000000,
2016-04-06,price,10.0295684040,421.0760000000,
2016-04-07,price,9.7589449110,418.4740000000,
2016-04-08,price,9.8997195950,416.1450000000,
2016-04-09,price,8.8146171760,421.1330000000,
2016-04-10,price,8.6682921190,422.5840000000,
2016-04-11,price,7.5168122340,426.1810000000,
2016-04-12,price,8.0156045930,424.2690000000,
2016-04-13,price,8.4336560210,424.9320000000,
2016-04-14,price,8.2061374590,429.9660000000,
2016-04-15,price,8.5559819670,430.9410000000,
2016-04-16,price,9.3231702760,428.0270000000,
2016-04-17,price,8.9604824050,428.5060000000,
2016-04-18,price,8.6967730390,436.3700000000,
2016-04-19,price,8.4841507230,441.9160000000,
2016-04-20,price,8.1110407450,451.0830000000,
2016-04-21,price,7.8551066650,447.4880000000,
2016-04-22,price,8.3771926240,451.8180000000,
2016-04-23,price,7.9953612070,459.9230000000,
2016-04-24,price,7.8127516560,460.4660000000,
2016-04-25,price,7.4246632660,467.8560000000,
2016-04-26,price,7.7246945500,444.7890000000,
2016-04-27,price,7.2502160050,449.3810000000,
2016-04-28,price,7.4758176100,456.5660000000,
2016-04-29,price,8.8929700920,447.9030000000,
2016-04-30,price,8.8324543730,452.5920000000,
2016-05-01,price,10.1078211690,444.4880000000,
2016-05-02,price,9.2853358110,450.3000000000,
2016-05-03,price,9.4141361360,447.1190000000,
2016-05-04,price,9.8271301780,448.9220000000,
2016-05-05,price,9.2770421470,461.6200000000,
2016-05-06,price,9.3812028940,459.2480000000,
2016-05-07,price,9.5292020620,459.2830000000,
2016-05-08,price,9.3532765460,461.7470000000,
2016-05-09,price,9.3502837040,450.3260000000,
2016-05-10,price,9.9813029200,452.1790000000,
2016-05-11,price,10.0914922880,454.7310000000,
2016-05-12,price,10.5856615770,456.0070000000,
2016-05-13,price,10.1760985680,455.5030000000,
2016-05-14,price,9.9604468930,457.8370000000,
2016-05-15,price,11.1336459830,454.8930000000,
2016-05-16,price,12.1571371610,452.4220000000,
2016-05-17,price,13.3536143060,453.3710000000,
2016-05-18,price,14.7183247560,440.5390000000,
2016-05-19,price,13.6936834340,441.8880000000,
2016-05-20,price,13.9992484390,443.1470000000,
2016-05-21,price,14.2489860660,438.6750000000,
2016-05-22,price,13.2350366020,443.1750000000,
2016-05-23,price,12.6643429900,445.7690000000,
2016-05-24,price,12.5042645290,449.0550000000,
2016-05-25,price,12.4983534100,453.7320000000,
2016-05-26,price,11.1917447620,473.8640000000,
2016-05-27,price,11.7632456060,528.5450000000,
2016-05-28,price,12.3890521350,524.6240000000,
2016-05-29,price,12.6784310690,534.2240000000,
2016-05-30,price,14.0092737590,531.4070000000,
2016-05-31,price,13.8579378350,539.1680000000,
2016-06-01,price,13.7743388750,538.8320000000,
2016-06-02,price,13.8427358770,570.4450000000,
2016-06-03,price,13.6973942600,573.5260000000,
2016-06-04,price,13.9705290680,574.4756747210,
2016-06-05,price,13.9420055540,585.5630000000,
2016-06-06,price,14.5492169490,577.9106942700,
2016-06-07,price,14.4317755530,583.1390000000,
2016-06-08,price,14.4406237440,577.6070000000,
2016-06-09,price,13.9437339290,579.2276478800,
2016-06-10,price,13.9604609700,597.7465619940,
2016-06-11,price,15.6970072700,671.7122784950,
2016-06-12,price,17.5527502860,704.2918521710,
2016-06-13,price,18.7703743710,685.9321315650,
2016-06-14,price,18.4218536870,693.2270000000,
2016-06-15,price,20.5094004140,765.4630000000,
2016-06-16,price,15.3973978180,749.4190000000,
2016-06-17,price,11.1971366670,756.7996012580,
2016-06-18,price,12.2305870290,764.0460000000,
2016-06-19,price,11.8148345200,734.1617358040,
2016-06-20,price,12.9845978750,664.9965293550,
2016-06-21,price,12.7377562110,591.8950000000,
2016-06-22,price,13.6764789960,623.2062563650,
2016-06-23,price,13.9418969010,661.4166051590,
2016-06-24,price,14.2762877210,666.0566978560,
2016-06-25,price,13.8450299620,629.3060000000,
2016-06-26,price,13.9325434910,648.3000000000,
2016-06-27,price,12.2956605560,646.8430000000,
2016-06-28,price,12.8004961000,637.4370000000,
2016-06-29,price,13.3356267000,671.6160000000,
2016-06-30,price,12.3296459640,677.7100000000,
2016-07-01,price,12.0179825040,693.0470000000,
2016-07-02,price,11.8251610310,664.7451003430,
2016-07-03,price,11.4217387270,678.7005716790,
2016-07-04,price,10.5408605040,667.5305180230,
2016-07-05,price,10.5105599380,675.9190000000,
2016-07-06,price,10.0989312660,638.6200000000,
2016-07-07,price,11.3954787470,665.7445062720,
2016-07-08,price,10.9957223470,653.8705124990,
2016-07-09,price,10.9572943400,650.3210000000,
2016-07-10,price,10.5154517060,649.0700000000,
2016-07-11,price,10.6061936070,670.9480000000,
2016-07-12,price,10.4890546870,658.1500000000,
